_id,lon,lat,created_at
ObjectId("5ea2ff2cd5f5c837da1a7ce4"),2.5770071,49.0046238,""2019-12-15T09:06:16.651Z""
ObjectId("5ea2ff2cd5f5c837da1a7ce5"),2.5765594,49.0045738,""2019-12-15T09:07:44.323Z""
ObjectId("5ea2ff2cd5f5c837da1a7ce6"),2.55888869,49.00747928,""2019-12-15T09:27:28.079Z""
ObjectId("5ea2ff2cd5f5c837da1a7ce7"),2.56165782,49.01159452,""2019-12-15T09:29:02.116Z""
ObjectId("5ea2ff2cd5f5c837da1a7ce8"),2.54422866,49.01056228,""2019-12-15T09:30:14.078Z""
ObjectId("5ea2ff2cd5f5c837da1a7ce9"),2.50888999,48.99060253,""2019-12-15T09:38:53.074Z""
ObjectId("5ea2ff2cd5f5c837da1a7cea"),2.47310024,48.95955894,""2019-12-15T09:41:31.063Z""
ObjectId("5ea2ff2cd5f5c837da1a7ceb"),2.47822874,48.94219558,""2019-12-15T09:42:43.067Z""
ObjectId("5ea2ff2cd5f5c837da1a7cec"),2.48125238,48.92839931,""2019-12-15T09:43:38.067Z""
ObjectId("5ea2ff2cd5f5c837da1a7ced"),2.47760742,48.91531349,""2019-12-15T09:44:38.073Z""
ObjectId("5ea2ff2cd5f5c837da1a7cee"),2.46666755,48.88389665,""2019-12-15T09:47:30.068Z""
ObjectId("5ea2ff2cd5f5c837da1a7cef"),2.451379,48.88055644,""2019-12-15T09:48:52.060Z""
ObjectId("5ea2ff2cd5f5c837da1a7cf0"),2.44925098,48.87945831,""2019-12-15T09:49:18.061Z""
ObjectId("5ea2ff2cd5f5c837da1a7cf1"),2.44413101,48.87746785,""2019-12-15T09:49:46.185Z""
ObjectId("5ea2ff2cd5f5c837da1a7cf2"),2.43802153,48.87424649,""2019-12-15T09:50:16.059Z""
ObjectId("5ea2ff2cd5f5c837da1a7cf3"),2.41780438,48.86584593,""2019-12-15T09:51:48.064Z""
ObjectId("5ea2ff2cd5f5c837da1a7cf4"),2.41320255,48.86356757,""2019-12-15T09:52:36.059Z""
ObjectId("5ea2ff2cd5f5c837da1a7cf5"),2.4134092,48.86163288,""2019-12-15T09:53:04.057Z""
ObjectId("5ea2ff2cd5f5c837da1a7cf6"),2.41400296,48.85814936,""2019-12-15T09:53:35.060Z""
ObjectId("5ea2ff2cd5f5c837da1a7cf7"),2.41413345,48.85279343,""2019-12-15T09:54:13.071Z""
ObjectId("5ea2ff2cd5f5c837da1a7cf8"),2.41456925,48.84753539,""2019-12-15T09:54:46.059Z""
ObjectId("5ea2ff2cd5f5c837da1a7cf9"),2.41326043,48.83975166,""2019-12-15T09:55:37.061Z""
ObjectId("5ea2ff2cd5f5c837da1a7cfa"),2.41024204,48.83465328,""2019-12-15T09:56:11.059Z""
ObjectId("5ea2ff2cd5f5c837da1a7cfb"),2.39500167,48.82793636,""2019-12-15T09:57:37.062Z""
ObjectId("5ea2ff2cd5f5c837da1a7cfc"),2.38523396,48.82539611,""2019-12-15T09:58:38.062Z""
ObjectId("5ea2ff2cd5f5c837da1a7cfd"),2.38238411,48.82371127,""2019-12-15T09:59:10.376Z""
ObjectId("5ea2ff2cd5f5c837da1a7cfe"),2.37902998,48.82180476,""2019-12-15T09:59:38.058Z""
ObjectId("5ea2ff2cd5f5c837da1a7cff"),2.37556721,48.82067287,""2019-12-15T10:00:01.062Z""
ObjectId("5ea2ff2cd5f5c837da1a7d00"),2.37087717,48.81908245,""2019-12-15T10:00:37.053Z""
ObjectId("5ea2ff2cd5f5c837da1a7d01"),2.35060072,48.81127761,""2019-12-15T10:02:52.059Z""
ObjectId("5ea2ff2cd5f5c837da1a7d02"),2.34731536,48.80789228,""2019-12-15T10:03:15.060Z""
ObjectId("5ea2ff2cd5f5c837da1a7d03"),2.34357059,48.80131538,""2019-12-15T10:03:55.059Z""
ObjectId("5ea2ff2cd5f5c837da1a7d04"),2.34459989,48.79505149,""2019-12-15T10:04:30.057Z""
ObjectId("5ea2ff2cd5f5c837da1a7d05"),2.34633,48.78335,""2019-12-15T10:05:24.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d06"),2.34510698,48.77082662,""2019-12-15T10:06:18.057Z""
ObjectId("5ea2ff2cd5f5c837da1a7d07"),2.34557956,48.7605793,""2019-12-15T10:07:12.054Z""
ObjectId("5ea2ff2cd5f5c837da1a7d08"),2.36369977,48.73898428,""2019-12-15T10:09:20.055Z""
ObjectId("5ea2ff2cd5f5c837da1a7d09"),2.36624108,48.73148925,""2019-12-15T10:10:14.055Z""
ObjectId("5ea2ff2cd5f5c837da1a7d0a"),2.36352578,48.72971123,""2019-12-15T10:10:42.057Z""
ObjectId("5ea2ff2cd5f5c837da1a7d0b"),2.3619068,48.7271178,""2019-12-15T10:34:51.036Z""
ObjectId("5ea2ff2cd5f5c837da1a7d0c"),2.3615584,48.7272076,""2019-12-15T10:39:01.851Z""
ObjectId("5ea2ff2cd5f5c837da1a7d0d"),2.3620575,48.727386,""2019-12-15T10:40:02.613Z""
ObjectId("5ea2ff2cd5f5c837da1a7d0e"),2.3623715,48.7271416,""2019-12-15T10:40:20.591Z""
ObjectId("5ea2ff2cd5f5c837da1a7d0f"),2.3616191,48.7272106,""2019-12-15T10:55:17.386Z""
ObjectId("5ea2ff2cd5f5c837da1a7d10"),2.3630461,48.7269774,""2019-12-15T11:10:50.332Z""
ObjectId("5ea2ff2cd5f5c837da1a7d11"),2.3624421,48.726761,""2019-12-15T11:11:36.647Z""
ObjectId("5ea2ff2cd5f5c837da1a7d12"),2.3614472,48.7265635,""2019-12-15T11:12:32.838Z""
ObjectId("5ea2ff2cd5f5c837da1a7d13"),2.3612118,48.7265967,""2019-12-15T11:29:21.507Z""
ObjectId("5ea2ff2cd5f5c837da1a7d14"),-61.00031,14.59584,""2019-12-15T21:32:33.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d15"),-61.00031,14.59557,""2019-12-15T21:32:53.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d16"),-61.00105,14.59639,""2019-12-15T21:34:35.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d17"),-61.00105,14.59602,""2019-12-15T21:35:58.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d18"),-60.98883,14.59589,""2019-12-15T21:41:11.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d19"),-60.98378,14.59261,""2019-12-15T21:41:43.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d1a"),-60.98344,14.57841,""2019-12-15T21:43:09.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d1b"),-60.98452,14.57363,""2019-12-15T21:43:58.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d1c"),-60.98195,14.57142,""2019-12-15T21:44:24.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d1d"),-60.97927,14.56566,""2019-12-15T21:45:01.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d1e"),-60.97429,14.55913,""2019-12-15T21:45:42.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d1f"),-60.97322,14.54846,""2019-12-15T21:46:43.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d20"),-60.97568,14.54381,""2019-12-15T21:47:23.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d21"),-60.97947,14.53812,""2019-12-15T21:47:58.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d22"),-60.98316,14.53043,""2019-12-15T21:48:55.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d23"),-60.98295,14.52421,""2019-12-15T21:49:31.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d24"),-60.98377,14.51629,""2019-12-15T21:50:08.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d25"),-60.97605,14.4957,""2019-12-15T21:51:50.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d26"),-60.96711,14.48891,""2019-12-15T21:52:59.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d27"),-60.96588,14.48428,""2019-12-15T21:53:35.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d28"),-60.96188,14.47651,""2019-12-15T21:54:17.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d29"),-60.95201,14.47183,""2019-12-15T21:55:20.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d2a"),-60.94431,14.46961,""2019-12-15T21:55:56.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d2b"),-60.93346,14.4682,""2019-12-15T21:56:54.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d2c"),-60.92436,14.46825,""2019-12-15T21:57:57.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d2d"),-60.91918,14.46877,""2019-12-15T21:58:37.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d2e"),-60.91503,14.46882,""2019-12-15T21:59:07.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d2f"),-60.90944,14.46949,""2019-12-15T21:59:42.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d30"),-60.90607,14.46399,""2019-12-15T22:00:43.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d31"),-60.90762,14.46002,""2019-12-15T22:01:13.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d32"),-60.90373,14.45521,""2019-12-15T22:02:02.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d33"),-60.89869,14.45412,""2019-12-15T22:02:40.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d34"),-60.89777,14.45013,""2019-12-15T22:03:14.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d35"),-60.89454,14.45188,""2019-12-15T22:03:41.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d36"),-60.89236,14.45602,""2019-12-15T22:04:18.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d37"),-60.89088,14.45929,""2019-12-15T22:04:46.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d38"),-60.88856,14.46099,""2019-12-15T22:05:18.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d39"),-60.88691,14.46268,""2019-12-15T22:05:44.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d3a"),-60.88186,14.46915,""2019-12-15T22:06:53.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d3b"),-60.87982,14.47159,""2019-12-15T22:07:21.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d3c"),-60.87758,14.47285,""2019-12-15T22:07:47.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d3d"),-60.87585,14.47376,""2019-12-15T22:08:16.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d3e"),-60.87303,14.4729,""2019-12-15T22:08:50.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d3f"),-60.87117,14.4721,""2019-12-15T22:09:17.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d40"),-60.86856,14.47331,""2019-12-15T22:09:52.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d41"),-60.86701,14.47346,""2019-12-15T22:10:19.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d42"),-60.86497,14.47365,""2019-12-15T22:10:53.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d43"),-60.86239,14.47423,""2019-12-15T22:11:28.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d44"),-60.85918,14.47332,""2019-12-15T22:12:04.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d45"),-60.85743,14.4708,""2019-12-15T22:12:30.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d46"),-60.85661,14.46921,""2019-12-15T22:12:57.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d47"),-60.85849,14.46194,""2019-12-15T22:14:02.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d48"),-60.85943,14.45975,""2019-12-15T22:14:37.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d49"),-60.86009,14.45494,""2019-12-15T22:15:20.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d4a"),-60.86245,14.45144,""2019-12-15T22:15:53.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d4b"),-60.86392,14.44679,""2019-12-15T22:16:33.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d4c"),-60.86683,14.43865,""2019-12-15T22:17:48.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d4d"),-60.86964,14.4361,""2019-12-15T22:18:16.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d4e"),-60.87353,14.43612,""2019-12-15T22:18:50.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d4f"),-60.87859,14.44053,""2019-12-15T22:19:45.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d50"),-60.87922,14.44246,""2019-12-15T22:20:17.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d51"),-60.8802,14.44385,""2019-12-15T22:20:51.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d52"),-60.8824,14.44771,""2019-12-15T22:23:39.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d53"),-60.88277,14.44766,""2019-12-15T22:25:11.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d54"),-60.8830061,14.4476714,""2019-12-15T22:36:33.635Z""
ObjectId("5ea2ff2cd5f5c837da1a7d55"),-60.8838665,14.447177,""2019-12-15T22:38:03.623Z""
ObjectId("5ea2ff2cd5f5c837da1a7d56"),-60.8835742,14.4470123,""2019-12-15T22:39:45.625Z""
ObjectId("5ea2ff2cd5f5c837da1a7d57"),-60.8837223,14.4473393,""2019-12-15T22:41:11.615Z""
ObjectId("5ea2ff2cd5f5c837da1a7d58"),-60.8839343,14.4477082,""2019-12-15T22:42:03.630Z""
ObjectId("5ea2ff2cd5f5c837da1a7d59"),-60.8833428,14.4481626,""2019-12-15T22:43:09.635Z""
ObjectId("5ea2ff2cd5f5c837da1a7d5a"),-60.88345,14.44841,""2019-12-15T22:48:38.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d5b"),-60.883374,14.4489399,""2019-12-15T22:49:59.627Z""
ObjectId("5ea2ff2cd5f5c837da1a7d5c"),-60.88342,14.44899,""2019-12-15T23:11:24.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d5d"),-60.88389,14.44759,""2019-12-15T23:12:25.000Z""
ObjectId("5ea2ff2cd5f5c837da1a7d5e"),-60.8838535,14.4473217,""2019-12-15T23:13:35.667Z""
ObjectId("5ea2ff2cd5f5c837da1a7d5f"),-60.8835279,14.4468197,""2019-12-15T23:17:15.686Z""
ObjectId("5ea2ff2cd5f5c837da1a7d60"),-60.8836618,14.4472008,""2019-12-16T00:14:47.545Z""
ObjectId("5ea2ff2cd5f5c837da1a7d61"),-60.8836677,14.4468914,""2019-12-16T00:40:07.658Z""
ObjectId("5ea2ff2cd5f5c837da1a7d62"),-60.8835836,14.447229,""2019-12-16T00:41:04.444Z""
ObjectId("5ea2ff2cd5f5c837da1a7d63"),-60.8838984,14.4472891,""2019-12-16T00:42:18.619Z""
ObjectId("5ea2ff2cd5f5c837da1a7d64"),-60.8841623,14.4473833,""2019-12-16T00:43:37.622Z""
ObjectId("5ea2ff2cd5f5c837da1a7d65"),-60.8767466,14.4446638,""2019-12-16T00:47:19.662Z""
ObjectId("5ea2ff2cd5f5c837da1a7d66"),-60.8838778,14.4475169,""2019-12-16T00:47:46.596Z""
ObjectId("5ea2ff2cd5f5c837da1a7d67"),-60.8839901,14.4484901,""2019-12-16T12:04:13.506Z""
ObjectId("5ea2ff2cd5f5c837da1a7d68"),-60.8838251,14.4476888,""2019-12-16T12:05:20.177Z""
ObjectId("5ea2ff2cd5f5c837da1a7d69"),-60.8841311,14.4476138,""2019-12-16T12:05:35.624Z""
ObjectId("5ea2ff2cd5f5c837da1a7d6a"),-60.8836768,14.4472308,""2019-12-16T12:06:24.446Z""
ObjectId("5ea2ff2cd5f5c837da1a7d6b"),-60.8837133,14.4466946,""2019-12-16T12:14:26.643Z""
ObjectId("5ea2ff2cd5f5c837da1a7d6c"),-60.8837133,14.4466946,""2019-12-16T12:14:26.643Z""
ObjectId("5ea2ff2cd5f5c837da1a7d6d"),-60.8833927,14.4466763,""2019-12-16T12:16:54.066Z""
ObjectId("5ea2ff2cd5f5c837da1a7d6e"),-60.8838081,14.4467325,""2019-12-16T13:03:14.641Z""
ObjectId("5ea2ff2cd5f5c837da1a7d6f"),-60.8839538,14.4469806,""2019-12-16T13:04:19.619Z""
ObjectId("5ea2ff2cd5f5c837da1a7d70"),-60.883978,14.4478739,""2019-12-16T13:05:14.706Z""
ObjectId("5ea2ff2cd5f5c837da1a7d71"),-60.8839,14.4475621,""2019-12-16T13:05:45.644Z""
ObjectId("5ea2ff2cd5f5c837da1a7d72"),-60.8833794,14.4476009,""2019-12-16T13:06:53.461Z""
ObjectId("5ea2ff2cd5f5c837da1a7d73"),-60.8835512,14.4479262,""2019-12-16T13:08:47.620Z""
ObjectId("5ea2ff2cd5f5c837da1a7d74"),-60.8839068,14.4495782,""2019-12-16T13:13:15.632Z""
ObjectId("5ea2ff2cd5f5c837da1a7d75"),-60.8836167,14.4501329,""2019-12-16T13:14:17.621Z""
ObjectId("5ea2ff2cd5f5c837da1a7d76"),-60.883405,14.4503739,""2019-12-16T13:15:04.616Z""
ObjectId("5ea2ff2cd5f5c837da1a7d77"),-60.8835205,14.449905,""2019-12-16T13:27:39.061Z""
ObjectId("5ea2ff2cd5f5c837da1a7d78"),-60.8836809,14.4495031,""2019-12-16T13:28:41.317Z""
ObjectId("5ea2ff2cd5f5c837da1a7d79"),-60.8838062,14.4489027,""2019-12-16T13:29:44.627Z""
ObjectId("5ea2ff2cd5f5c837da1a7d7a"),-60.88347,14.449066,""2019-12-16T13:30:29.846Z""
ObjectId("5ea2ff2cd5f5c837da1a7d7b"),-60.8838499,14.4490593,""2019-12-16T13:48:41.619Z""
ObjectId("5ea2ff2cd5f5c837da1a7d7c"),-60.8837935,14.4494949,""2019-12-16T13:49:28.973Z""
ObjectId("5ea2ff2cd5f5c837da1a7d7d"),-60.8837786,14.4499465,""2019-12-16T13:49:46.281Z""
ObjectId("5ea2ff2cd5f5c837da1a7d7e"),-60.883504,14.4503167,""2019-12-16T13:50:46.980Z""
ObjectId("5ea2ff2cd5f5c837da1a7d7f"),-60.8835098,14.449563,""2019-12-16T16:15:45.311Z""
ObjectId("5ea2ff2cd5f5c837da1a7d80"),-60.8833892,14.4489467,""2019-12-16T16:16:33.498Z""
ObjectId("5ea2ff2cd5f5c837da1a7d81"),-60.8835258,14.4478296,""2019-12-16T18:11:22.201Z""
ObjectId("5ea2ff2cd5f5c837da1a7d82"),-60.8839197,14.4475841,""2019-12-16T18:12:07.374Z""
ObjectId("5ea2ff2cd5f5c837da1a7d83"),-60.8845527,14.4475015,""2019-12-16T18:12:56.703Z""
ObjectId("5ea2ff2cd5f5c837da1a7d84"),-60.8851131,14.4472456,""2019-12-16T18:13:46.624Z""
ObjectId("5ea2ff2cd5f5c837da1a7d85"),-60.8854619,14.446766,""2019-12-16T18:14:47.654Z""
ObjectId("5ea2ff2cd5f5c837da1a7d86"),-60.8854146,14.4469145,""2019-12-16T19:27:18.632Z""
ObjectId("5ea2ff2cd5f5c837da1a7d87"),-60.8850066,14.4473086,""2019-12-16T19:28:16.617Z""
ObjectId("5ea2ff2cd5f5c837da1a7d88"),-60.8843809,14.4474461,""2019-12-16T19:29:15.635Z""
ObjectId("5ea2ff2cd5f5c837da1a7d89"),-60.884061,14.447702,""2019-12-16T19:30:03.265Z""
ObjectId("5ea2ff2cd5f5c837da1a7d8a"),-60.8838791,14.4484087,""2019-12-16T19:31:21.634Z""
ObjectId("5ea2ff2cd5f5c837da1a7d8b"),-60.8835722,14.4482789,""2019-12-16T19:32:27.089Z""
ObjectId("5ea2ff2cd5f5c837da1a7d8c"),-60.8838715,14.4493545,""2019-12-16T19:33:22.638Z""
ObjectId("5ea2ff2cd5f5c837da1a7d8d"),-60.8834262,14.4495354,""2019-12-16T19:34:32.491Z""
ObjectId("5ea2ff2cd5f5c837da1a7d8e"),-60.8835319,14.4504323,""2019-12-16T19:35:00.690Z""
ObjectId("5ea2ff2cd5f5c837da1a7d8f"),-60.8831577,14.4496481,""2019-12-16T20:31:35.380Z""
ObjectId("5ea2ff2cd5f5c837da1a7d90"),-60.8828833,14.4489248,""2019-12-16T20:32:39.627Z""
ObjectId("5ea2ff2cd5f5c837da1a7d91"),-60.8831353,14.4485994,""2019-12-16T20:33:27.628Z""
ObjectId("5ea2ff2cd5f5c837da1a7d92"),-60.8827783,14.4465461,""2019-12-16T21:09:50.531Z""
ObjectId("5ea2ff2cd5f5c837da1a7d93"),-60.8833346,14.446606,""2019-12-16T21:10:38.620Z""
ObjectId("5ea2ff2cd5f5c837da1a7d94"),-60.8835337,14.4469605,""2019-12-16T21:11:27.614Z""
ObjectId("5ea2ff2cd5f5c837da1a7d95"),-60.8767466,14.4446638,""2019-12-16T21:13:34.040Z""
ObjectId("5ea2ff2cd5f5c837da1a7d96"),-60.8835459,14.4469832,""2019-12-16T21:14:01.038Z""
ObjectId("5ea2ff2cd5f5c837da1a7d97"),-60.8836399,14.4472712,""2019-12-16T21:16:29.621Z""
ObjectId("5ea2ff2cd5f5c837da1a7d98"),-60.8836691,14.4469876,""2019-12-16T21:23:29.156Z""
ObjectId("5ea2ff2cd5f5c837da1a7d99"),-60.8836243,14.4473049,""2019-12-16T21:44:26.635Z""
ObjectId("5ea2ff2cd5f5c837da1a7d9a"),-60.8724646,14.4391994,""2019-12-16T23:41:14.501Z""
ObjectId("5ea2ff2cd5f5c837da1a7d9b"),-60.8838577,14.4467393,""2019-12-16T23:44:27.473Z""
ObjectId("5ea2ff2cd5f5c837da1a7d9c"),-60.8837556,14.4473492,""2019-12-17T00:43:59.578Z""
ObjectId("5ea2ff2cd5f5c837da1a7d9d"),-60.8901962,14.4468012,""2019-12-17T00:56:18.386Z""
ObjectId("5ea2ff2cd5f5c837da1a7d9e"),-60.8832359,14.4473013,""2019-12-17T01:18:32.167Z""
ObjectId("5ea2ff2cd5f5c837da1a7d9f"),-60.8826949,14.4471215,""2019-12-17T01:19:28.021Z""
ObjectId("5ea2ff2cd5f5c837da1a7da0"),-60.8836942,14.4470804,""2019-12-17T17:01:52.739Z""
ObjectId("5ea2ff2cd5f5c837da1a7da1"),-60.8836341,14.4468927,""2019-12-17T17:56:25.240Z""
ObjectId("5ea2ff2cd5f5c837da1a7da2"),-60.8833028,14.4473364,""2019-12-17T20:21:06.773Z""
ObjectId("5ea2ff2cd5f5c837da1a7da3"),-60.8827622,14.4471574,""2019-12-17T20:21:56.975Z""
ObjectId("5ea2ff2cd5f5c837da1a7da4"),-60.8767466,14.4446638,""2019-12-17T20:27:53.257Z""
ObjectId("5ea2ff2cd5f5c837da1a7da5"),-60.8838621,14.4472361,""2019-12-17T20:28:29.651Z""
ObjectId("5ea2ff2cd5f5c837da1a7da6"),-60.8767466,14.4446638,""2019-12-17T21:43:56.867Z""
ObjectId("5ea2ff2cd5f5c837da1a7da7"),-60.8838176,14.4473238,""2019-12-17T21:45:08.781Z""
ObjectId("5ea2ff2cd5f5c837da1a7da8"),-60.8832013,14.4472894,""2019-12-17T21:46:03.003Z""
ObjectId("5ea2ff2cd5f5c837da1a7da9"),-60.8827133,14.4471236,""2019-12-17T21:46:54.631Z""
ObjectId("5ea2ff2cd5f5c837da1a7daa"),-60.8827877,14.4468356,""2019-12-17T22:39:45.043Z""
ObjectId("5ea2ff2cd5f5c837da1a7dab"),-60.8833813,14.4467616,""2019-12-17T22:42:46.530Z""
ObjectId("5ea2ff2cd5f5c837da1a7dac"),-60.8832985,14.4472893,""2019-12-17T23:25:07.070Z""
ObjectId("5ea2ff2cd5f5c837da1a7dad"),-60.8837401,14.4468038,""2019-12-17T23:35:14.002Z""
ObjectId("5ea2ff2cd5f5c837da1a7dae"),-60.883878,14.4467155,""2019-12-17T23:45:26.012Z""
ObjectId("5ea2ff2cd5f5c837da1a7daf"),-60.8767466,14.4446638,""2019-12-18T00:11:48.647Z""
ObjectId("5ea2ff2cd5f5c837da1a7db0"),-60.8838212,14.4468759,""2019-12-18T00:12:40.595Z""
ObjectId("5ea2ff2cd5f5c837da1a7db1"),-60.8835782,14.4469048,""2019-12-18T00:32:53.550Z""
ObjectId("5ea2ff2cd5f5c837da1a7db2"),-60.8838203,14.4475153,""2019-12-18T00:40:39.642Z""
ObjectId("5ea2ff2cd5f5c837da1a7db3"),-60.8836102,14.4472173,""2019-12-18T00:41:55.912Z""
ObjectId("5ea2ff2cd5f5c837da1a7db4"),-60.8767466,14.4446638,""2019-12-18T01:04:08.712Z""
ObjectId("5ea2ff2cd5f5c837da1a7db5"),-60.88377647,14.44738914,""2019-12-18T01:29:18.988Z""
ObjectId("5ea2ff2cd5f5c837da1a7db6"),-60.88412295,14.44706318,""2019-12-18T01:31:58.040Z""
ObjectId("5ea2ff2cd5f5c837da1a7db7"),-60.8836027,14.4471371,""2019-12-18T02:19:20.263Z""
ObjectId("5ea2ff2cd5f5c837da1a7db8"),-60.8828179,14.4473414,""2019-12-18T02:20:52.648Z""
ObjectId("5ea2ff2cd5f5c837da1a7db9"),-60.8828432,14.4469065,""2019-12-18T02:21:46.682Z""
ObjectId("5ea2ff2cd5f5c837da1a7dba"),-60.883244,14.4464564,""2019-12-18T20:59:55.635Z""
ObjectId("5ea2ff2cd5f5c837da1a7dbb"),-60.883942,14.4476813,""2019-12-18T21:01:35.727Z""
ObjectId("5ea2ff2cd5f5c837da1a7dbc"),-60.8839498,14.4473628,""2019-12-18T21:04:51.446Z""
ObjectId("5ea2ff2cd5f5c837da1a7dbd"),-60.8838295,14.4469572,""2019-12-18T22:07:06.615Z""
ObjectId("5ea2ff2cd5f5c837da1a7dbe"),-60.8778371,14.4598876,""2019-12-18T22:51:41.839Z""
ObjectId("5ea2ff2cd5f5c837da1a7dbf"),-60.8837952,14.4472173,""2019-12-18T22:53:08.683Z""
ObjectId("5ea2ff2cd5f5c837da1a7dc0"),-60.8828802,14.4466656,""2019-12-18T23:55:26.787Z""
ObjectId("5ea2ff2cd5f5c837da1a7dc1"),-60.8830722,14.4465279,""2019-12-18T23:57:51.617Z""
ObjectId("5ea2ff2cd5f5c837da1a7dc2"),-60.8837093,14.4470991,""2019-12-18T23:59:04.738Z""
ObjectId("5ea2ff2cd5f5c837da1a7dc3"),-60.8835409,14.4468392,""2019-12-19T00:13:49.538Z""
ObjectId("5ea2ff2cd5f5c837da1a7dc4"),-60.8838533,14.4473191,""2019-12-19T01:02:20.411Z""
ObjectId("5ea2ff2cd5f5c837da1a7dc5"),-60.883575,14.4469301,""2019-12-19T01:14:50.377Z""
ObjectId("5ea2ff2cd5f5c837da1a7dc6"),-60.8839265,14.4473336,""2019-12-19T01:15:50.266Z""
ObjectId("5ea2ff2cd5f5c837da1a7dc7"),-60.8837237,14.4472079,""2019-12-19T01:38:01.435Z""
ObjectId("5ea2ff2cd5f5c837da1a7dc8"),-60.8834749,14.4468115,""2019-12-19T01:38:51.731Z""
ObjectId("5ea2ff2cd5f5c837da1a7dc9"),-60.8829314,14.4465749,""2019-12-19T01:40:01.722Z""
ObjectId("5ea2ff2cd5f5c837da1a7dca"),-60.8829802,14.4471179,""2019-12-19T01:41:00.256Z""
ObjectId("5ea2ff2cd5f5c837da1a7dcb"),-60.8827062,14.4466188,""2019-12-19T01:41:47.873Z""
ObjectId("5ea2ff2cd5f5c837da1a7dcc"),-60.8828644,14.4469322,""2019-12-19T01:44:23.446Z""
ObjectId("5ea2ff2cd5f5c837da1a7dcd"),-60.8832199,14.4465009,""2019-12-19T12:14:07.031Z""
